From Type,From Name,Edge,To Type,To Name,Weight,Amount,Year
Person,Rex Tillerson,Campaign Contribution,Person,Cory Gardner,1,"$1,000",
Person,Rex Tillerson,Campaign Contribution,Person,Lisa Murkowski,1,"$1,000",
Person,Jeff Sessions,Campaign Contribution,Person,John Cornyn,1,"$17,500",
Person,Jeff Sessions,Campaign Contribution,Person,Mike Crapo,1,"$17,500",
Person,Jeff Sessions,Campaign Contribution,Person,Jeff Flake,1,"$5,000",
Person,Jeff Sessions,Campaign Contribution,Person,Lindsey Graham,1,"$15,000",
Person,Jeff Sessions,Campaign Contribution,Person,Chuck Grassley,1,"$17,500",
Person,Jeff Sessions,Campaign Contribution,Person,Orrin G Hatch,1,"$10,000",
Person,Jeff Sessions,Campaign Contribution,Person,Mike Lee,1,"$2,500",
Person,Jeff Sessions,Campaign Contribution,Person,Thom Tillis,1,"$5,000",
Person,Devin Nunes,Member,House Committee,HLIG,1,,
Person,K. Michael Conaway,Member,House Committee,HLIG,1,,
Person,Peter T. King,Member,House Committee,HLIG,1,,
Person,Frank A. LoBiondo,Member,House Committee,HLIG,1,,
Person,Thomas J. Rooney,Member,House Committee,HLIG,1,,
Person,Mike Pompeo,Member,House Committee,HLIG,1,,
Person,Ileana Ros-Lehtinen,Member,House Committee,HLIG,1,,
Person,Michael R. Turner,Member,House Committee,HLIG,1,,
Person,Brad R. Wenstrup,Member,House Committee,HLIG,1,,
Person,Chris Stewart,Member,House Committee,HLIG,1,,
Person,Adam B. Schiff,Member,House Committee,HLIG,1,,
Person,James A. Himes,Member,House Committee,HLIG,1,,
Person,Terri A. Sewell,Member,House Committee,HLIG,1,,
Person,André Carson,Member,House Committee,HLIG,1,,
Person,Jackie Speier,Member,House Committee,HLIG,1,,
Person,Mike Quigley,Member,House Committee,HLIG,1,,
Person,Eric Swalwell,Member,House Committee,HLIG,1,,
Person,Joaquin Castro,Member,House Committee,HLIG,1,,
Person,Trey Gowdy,Member,House Committee,HLZI,1,,
Person,Jim Jordan,Member,House Committee,HLZI,1,,
Person,Peter J. Roskam,Member,House Committee,HLZI,1,,
Person,Mike Pompeo,Member,House Committee,HLZI,1,,
Person,Martha Roby,Member,House Committee,HLZI,1,,
Person,Susan W. Brooks,Member,House Committee,HLZI,1,,
Person,Elijah E. Cummings,Member,House Committee,HLZI,1,,
Person,Adam Smith,Member,House Committee,HLZI,1,,
Person,Adam B. Schiff,Member,House Committee,HLZI,1,,
Person,Linda T. Sánchez,Member,House Committee,HLZI,1,,
Person,Tammy Duckworth,Member,House Committee,HLZI,1,,
Person,K. Michael Conaway,Member,House Committee,HSAG,1,,
Person,Bob Goodlatte,Member,House Committee,HSAG,1,,
Person,Frank D. Lucas,Member,House Committee,HSAG,1,,
Person,Steve King,Member,House Committee,HSAG,1,,
Person,Mike Rogers,Member,House Committee,HSAG,1,,
Person,Glenn Thompson,Member,House Committee,HSAG,1,,
Person,Bob Gibbs,Member,House Committee,HSAG,1,,
Person,Austin Scott,Member,House Committee,HSAG,1,,
Person,"Eric A. ""Rick"" Crawford",Member,House Committee,HSAG,1,,
Person,Scott DesJarlais,Member,House Committee,HSAG,1,,
Person,Vicky Hartzler,Member,House Committee,HSAG,1,,
Person,Jeff Denham,Member,House Committee,HSAG,1,,
Person,Doug LaMalfa,Member,House Committee,HSAG,1,,
Person,Rodney Davis,Member,House Committee,HSAG,1,,
Person,Ted S. Yoho,Member,House Committee,HSAG,1,,
Person,Jackie Walorski,Member,House Committee,HSAG,1,,
Person,Rick W. Allen,Member,House Committee,HSAG,1,,
Person,Mike Bost,Member,House Committee,HSAG,1,,
Person,David Rouzer,Member,House Committee,HSAG,1,,
Person,Ralph Lee Abraham,Member,House Committee,HSAG,1,,
Person,John R. Moolenaar,Member,House Committee,HSAG,1,,
Person,Dan Newhouse,Member,House Committee,HSAG,1,,
Person,Trent Kelly,Member,House Committee,HSAG,1,,
Person,Collin C. Peterson,Member,House Committee,HSAG,1,,
Person,David Scott,Member,House Committee,HSAG,1,,
Person,Jim Costa,Member,House Committee,HSAG,1,,
Person,Timothy J. Walz,Member,House Committee,HSAG,1,,
Person,Marcia L. Fudge,Member,House Committee,HSAG,1,,
Person,James P. McGovern,Member,House Committee,HSAG,1,,
Person,Suzan K. DelBene,Member,House Committee,HSAG,1,,
Person,Filemon Vela,Member,House Committee,HSAG,1,,
Person,Michelle Lujan Grisham,Member,House Committee,HSAG,1,,
Person,Ann M. Kuster,Member,House Committee,HSAG,1,,
Person,Richard M. Nolan,Member,House Committee,HSAG,1,,
Person,Cheri Bustos,Member,House Committee,HSAG,1,,
Person,Sean Patrick Maloney,Member,House Committee,HSAG,1,,
Person,Pete Aguilar,Member,House Committee,HSAG,1,,
Person,Stacey E. Plaskett,Member,House Committee,HSAG,1,,
Person,Alma S. Adams,Member,House Committee,HSAG,1,,
Person,Harold Rogers,Member,House Committee,HSAP,1,,
Person,Rodney P. Frelinghuysen,Member,House Committee,HSAP,1,,
Person,Robert B. Aderholt,Member,House Committee,HSAP,1,,
Person,Kay Granger,Member,House Committee,HSAP,1,,
Person,Michael K. Simpson,Member,House Committee,HSAP,1,,
Person,John Abney Culberson,Member,House Committee,HSAP,1,,
Person,John R. Carter,Member,House Committee,HSAP,1,,
Person,Ken Calvert,Member,House Committee,HSAP,1,,
Person,Tom Cole,Member,House Committee,HSAP,1,,
Person,Mario Diaz-Balart,Member,House Committee,HSAP,1,,
Person,Charles W. Dent,Member,House Committee,HSAP,1,,
Person,Tom Graves,Member,House Committee,HSAP,1,,
Person,Kevin Yoder,Member,House Committee,HSAP,1,,
Person,Steve Womack,Member,House Committee,HSAP,1,,
Person,Jeff Fortenberry,Member,House Committee,HSAP,1,,
Person,Thomas J. Rooney,Member,House Committee,HSAP,1,,
Person,"Charles J. ""Chuck"" Fleischmann",Member,House Committee,HSAP,1,,
Person,Jaime Herrera Beutler,Member,House Committee,HSAP,1,,
Person,David P. Joyce,Member,House Committee,HSAP,1,,
Person,David G. Valadao,Member,House Committee,HSAP,1,,
Person,Andy Harris,Member,House Committee,HSAP,1,,
Person,Martha Roby,Member,House Committee,HSAP,1,,
Person,Mark E. Amodei,Member,House Committee,HSAP,1,,
Person,Chris Stewart,Member,House Committee,HSAP,1,,
Person,David Young,Member,House Committee,HSAP,1,,
Person,Evan H. Jenkins,Member,House Committee,HSAP,1,,
Person,Steven M. Palazzo,Member,House Committee,HSAP,1,,
Person,Nita M. Lowey,Member,House Committee,HSAP,1,,
Person,Marcy Kaptur,Member,House Committee,HSAP,1,,
Person,Peter J. Visclosky,Member,House Committee,HSAP,1,,
Person,José E. Serrano,Member,House Committee,HSAP,1,,
Person,Rosa L. DeLauro,Member,House Committee,HSAP,1,,
Person,David E. Price,Member,House Committee,HSAP,1,,
Person,Lucille Roybal-Allard,Member,House Committee,HSAP,1,,
Person,Sanford D. Bishop Jr.,Member,House Committee,HSAP,1,,
Person,Barbara Lee,Member,House Committee,HSAP,1,,
Person,Betty McCollum,Member,House Committee,HSAP,1,,
Person,Tim Ryan,Member,House Committee,HSAP,1,,
Person,C. A. Dutch Ruppersberger,Member,House Committee,HSAP,1,,
Person,Debbie Wasserman Schultz,Member,House Committee,HSAP,1,,
Person,Henry Cuellar,Member,House Committee,HSAP,1,,
Person,Chellie Pingree,Member,House Committee,HSAP,1,,
Person,Mike Quigley,Member,House Committee,HSAP,1,,
Person,Derek Kilmer,Member,House Committee,HSAP,1,,
Person,Matt Cartwright,Member,House Committee,HSAP,1,,
Person,Mac Thornberry,Member,House Committee,HSAS,1,,
Person,Walter B. Jones,Member,House Committee,HSAS,1,,
Person,Joe Wilson,Member,House Committee,HSAS,1,,
Person,Frank A. LoBiondo,Member,House Committee,HSAS,1,,
Person,Rob Bishop,Member,House Committee,HSAS,1,,
Person,Michael R. Turner,Member,House Committee,HSAS,1,,
Person,Mike Rogers,Member,House Committee,HSAS,1,,
Person,Trent Franks,Member,House Committee,HSAS,1,,
Person,Bill Shuster,Member,House Committee,HSAS,1,,
Person,K. Michael Conaway,Member,House Committee,HSAS,1,,
Person,Doug Lamborn,Member,House Committee,HSAS,1,,
Person,Robert J. Wittman,Member,House Committee,HSAS,1,,
Person,Duncan Hunter,Member,House Committee,HSAS,1,,
Person,Mike Coffman,Member,House Committee,HSAS,1,,
Person,Vicky Hartzler,Member,House Committee,HSAS,1,,
Person,Austin Scott,Member,House Committee,HSAS,1,,
Person,Mo Brooks,Member,House Committee,HSAS,1,,
Person,Paul Cook,Member,House Committee,HSAS,1,,
Person,Jim Bridenstine,Member,House Committee,HSAS,1,,
Person,Brad R. Wenstrup,Member,House Committee,HSAS,1,,
Person,Jackie Walorski,Member,House Committee,HSAS,1,,
Person,Bradley Byrne,Member,House Committee,HSAS,1,,
Person,Sam Graves,Member,House Committee,HSAS,1,,
Person,Ryan K. Zinke,Member,House Committee,HSAS,1,,
Person,Elise M. Stefanik,Member,House Committee,HSAS,1,,
Person,Martha McSally,Member,House Committee,HSAS,1,,
Person,Stephen Knight,Member,House Committee,HSAS,1,,
Person,Thomas MacArthur,Member,House Committee,HSAS,1,,
Person,Steve Russell,Member,House Committee,HSAS,1,,
Person,Adam Smith,Member,House Committee,HSAS,1,,
Person,Robert A. Brady,Member,House Committee,HSAS,1,,
Person,Susan A. Davis,Member,House Committee,HSAS,1,,
Person,James R. Langevin,Member,House Committee,HSAS,1,,
Person,Rick Larsen,Member,House Committee,HSAS,1,,
Person,Jim Cooper,Member,House Committee,HSAS,1,,
Person,Madeleine Z. Bordallo,Member,House Committee,HSAS,1,,
Person,Joe Courtney,Member,House Committee,HSAS,1,,
Person,Niki Tsongas,Member,House Committee,HSAS,1,,
Person,John Garamendi,Member,House Committee,HSAS,1,,
Person,"Henry C. ""Hank"" Johnson Jr.",Member,House Committee,HSAS,1,,
Person,Jackie Speier,Member,House Committee,HSAS,1,,
Person,Tammy Duckworth,Member,House Committee,HSAS,1,,
Person,Scott H. Peters,Member,House Committee,HSAS,1,,
Person,Marc A. Veasey,Member,House Committee,HSAS,1,,
Person,Tulsi Gabbard,Member,House Committee,HSAS,1,,
Person,Timothy J. Walz,Member,House Committee,HSAS,1,,
Person,Beto O'Rourke,Member,House Committee,HSAS,1,,
Person,Donald Norcross,Member,House Committee,HSAS,1,,
Person,Ruben Gallego,Member,House Committee,HSAS,1,,
Person,Seth Moulton,Member,House Committee,HSAS,1,,
Person,Pete Aguilar,Member,House Committee,HSAS,1,,
Person,Jeb Hensarling,Member,House Committee,HSBA,1,,
Person,Peter T. King,Member,House Committee,HSBA,1,,
Person,Edward R. Royce,Member,House Committee,HSBA,1,,
Person,Frank D. Lucas,Member,House Committee,HSBA,1,,
Person,Patrick T. McHenry,Member,House Committee,HSBA,1,,
Person,Stevan Pearce,Member,House Committee,HSBA,1,,
Person,Bill Posey,Member,House Committee,HSBA,1,,
Person,Blaine Luetkemeyer,Member,House Committee,HSBA,1,,
Person,Bill Huizenga,Member,House Committee,HSBA,1,,
Person,Sean P. Duffy,Member,House Committee,HSBA,1,,
Person,Steve Stivers,Member,House Committee,HSBA,1,,
Person,Mick Mulvaney,Member,House Committee,HSBA,1,,
Person,Randy Hultgren,Member,House Committee,HSBA,1,,
Person,Dennis A. Ross,Member,House Committee,HSBA,1,,
Person,Robert Pittenger,Member,House Committee,HSBA,1,,
Person,Ann Wagner,Member,House Committee,HSBA,1,,
Person,Andy Barr,Member,House Committee,HSBA,1,,
Person,Keith J. Rothfus,Member,House Committee,HSBA,1,,
Person,Luke Messer,Member,House Committee,HSBA,1,,
Person,David Schweikert,Member,House Committee,HSBA,1,,
Person,Scott R. Tipton,Member,House Committee,HSBA,1,,
Person,Roger Williams,Member,House Committee,HSBA,1,,
Person,Bruce Poliquin,Member,House Committee,HSBA,1,,
Person,Mia B. Love,Member,House Committee,HSBA,1,,
Person,J. French Hill,Member,House Committee,HSBA,1,,
Person,Tom Emmer,Member,House Committee,HSBA,1,,
Person,Maxine Waters,Member,House Committee,HSBA,1,,
Person,Carolyn B. Maloney,Member,House Committee,HSBA,1,,
Person,Nydia M. Velázquez,Member,House Committee,HSBA,1,,
Person,Brad Sherman,Member,House Committee,HSBA,1,,
Person,Gregory W. Meeks,Member,House Committee,HSBA,1,,
Person,Michael E. Capuano,Member,House Committee,HSBA,1,,
Person,Wm. Lacy Clay,Member,House Committee,HSBA,1,,
Person,Stephen F. Lynch,Member,House Committee,HSBA,1,,
Person,David Scott,Member,House Committee,HSBA,1,,
Person,Al Green,Member,House Committee,HSBA,1,,
Person,Emanuel Cleaver,Member,House Committee,HSBA,1,,
Person,Gwen Moore,Member,House Committee,HSBA,1,,
Person,Keith Ellison,Member,House Committee,HSBA,1,,
Person,Ed Perlmutter,Member,House Committee,HSBA,1,,
Person,James A. Himes,Member,House Committee,HSBA,1,,
Person,Terri A. Sewell,Member,House Committee,HSBA,1,,
Person,Bill Foster,Member,House Committee,HSBA,1,,
Person,Daniel T. Kildee,Member,House Committee,HSBA,1,,
Person,John K. Delaney,Member,House Committee,HSBA,1,,
Person,Kyrsten Sinema,Member,House Committee,HSBA,1,,
Person,Joyce Beatty,Member,House Committee,HSBA,1,,
Person,Denny Heck,Member,House Committee,HSBA,1,,
Person,Juan Vargas,Member,House Committee,HSBA,1,,
Person,Tom Price,Member,House Committee,HSBU,1,,
Person,Mario Diaz-Balart,Member,House Committee,HSBU,1,,
Person,Tom Cole,Member,House Committee,HSBU,1,,
Person,Tom McClintock,Member,House Committee,HSBU,1,,
Person,Diane Black,Member,House Committee,HSBU,1,,
Person,Todd Rokita,Member,House Committee,HSBU,1,,
Person,Rob Woodall,Member,House Committee,HSBU,1,,
Person,Vicky Hartzler,Member,House Committee,HSBU,1,,
Person,Mark Sanford,Member,House Committee,HSBU,1,,
Person,Steve Womack,Member,House Committee,HSBU,1,,
Person,Dave Brat,Member,House Committee,HSBU,1,,
Person,Rod Blum,Member,House Committee,HSBU,1,,
Person,Alexander X. Mooney,Member,House Committee,HSBU,1,,
Person,Glenn Grothman,Member,House Committee,HSBU,1,,
Person,Gary J. Palmer,Member,House Committee,HSBU,1,,
Person,John R. Moolenaar,Member,House Committee,HSBU,1,,
Person,Bruce Westerman,Member,House Committee,HSBU,1,,
Person,James B. Renacci,Member,House Committee,HSBU,1,,
Person,Bill Johnson,Member,House Committee,HSBU,1,,
Person,Chris Van Hollen,Member,House Committee,HSBU,1,,
Person,John A. Yarmuth,Member,House Committee,HSBU,1,,
Person,Bill Pascrell Jr.,Member,House Committee,HSBU,1,,
Person,Tim Ryan,Member,House Committee,HSBU,1,,
Person,Gwen Moore,Member,House Committee,HSBU,1,,
Person,Kathy Castor,Member,House Committee,HSBU,1,,
Person,Barbara Lee,Member,House Committee,HSBU,1,,
Person,Mark Pocan,Member,House Committee,HSBU,1,,
Person,Michelle Lujan Grisham,Member,House Committee,HSBU,1,,
Person,Debbie Dingell,Member,House Committee,HSBU,1,,
Person,Ted Lieu,Member,House Committee,HSBU,1,,
Person,Donald Norcross,Member,House Committee,HSBU,1,,
Person,Seth Moulton,Member,House Committee,HSBU,1,,
Person,Joe Wilson,Member,House Committee,HSED,1,,
Person,Virginia Foxx,Member,House Committee,HSED,1,,
Person,Duncan Hunter,Member,House Committee,HSED,1,,
Person,David P. Roe,Member,House Committee,HSED,1,,
Person,Glenn Thompson,Member,House Committee,HSED,1,,
Person,Tim Walberg,Member,House Committee,HSED,1,,
Person,Brett Guthrie,Member,House Committee,HSED,1,,
Person,Todd Rokita,Member,House Committee,HSED,1,,
Person,Lou Barletta,Member,House Committee,HSED,1,,
Person,Luke Messer,Member,House Committee,HSED,1,,
Person,Bradley Byrne,Member,House Committee,HSED,1,,
Person,Dave Brat,Member,House Committee,HSED,1,,
Person,"Earl L. ""Buddy"" Carter",Member,House Committee,HSED,1,,
Person,Mike Bishop,Member,House Committee,HSED,1,,
Person,Glenn Grothman,Member,House Committee,HSED,1,,
Person,Steve Russell,Member,House Committee,HSED,1,,
Person,Carlos Curbelo,Member,House Committee,HSED,1,,
Person,Elise M. Stefanik,Member,House Committee,HSED,1,,
Person,Rick W. Allen,Member,House Committee,HSED,1,,
Person,"Robert C. ""Bobby"" Scott",Member,House Committee,HSED,1,,
Person,Susan A. Davis,Member,House Committee,HSED,1,,
Person,Raúl M. Grijalva,Member,House Committee,HSED,1,,
Person,Joe Courtney,Member,House Committee,HSED,1,,
Person,Marcia L. Fudge,Member,House Committee,HSED,1,,
Person,Jared Polis,Member,House Committee,HSED,1,,
Person,Gregorio Kilili Camacho Sablan,Member,House Committee,HSED,1,,
Person,Frederica S. Wilson,Member,House Committee,HSED,1,,
Person,Suzanne Bonamici,Member,House Committee,HSED,1,,
Person,Mark Pocan,Member,House Committee,HSED,1,,
Person,Mark Takano,Member,House Committee,HSED,1,,
Person,Hakeem S. Jeffries,Member,House Committee,HSED,1,,
Person,Katherine M. Clark,Member,House Committee,HSED,1,,
Person,Alma S. Adams,Member,House Committee,HSED,1,,
Person,Mark DeSaulnier,Member,House Committee,HSED,1,,
Person,Edward R. Royce,Member,House Committee,HSFA,1,,
Person,Christopher H. Smith,Member,House Committee,HSFA,1,,
Person,Ileana Ros-Lehtinen,Member,House Committee,HSFA,1,,
Person,Dana Rohrabacher,Member,House Committee,HSFA,1,,
Person,Steve Chabot,Member,House Committee,HSFA,1,,
Person,Joe Wilson,Member,House Committee,HSFA,1,,
Person,Michael T. McCaul,Member,House Committee,HSFA,1,,
Person,Ted Poe,Member,House Committee,HSFA,1,,
Person,Darrell E. Issa,Member,House Committee,HSFA,1,,
Person,Tom Marino,Member,House Committee,HSFA,1,,
Person,Jeff Duncan,Member,House Committee,HSFA,1,,
Person,Mo Brooks,Member,House Committee,HSFA,1,,
Person,Paul Cook,Member,House Committee,HSFA,1,,
Person,Randy K. Weber Sr.,Member,House Committee,HSFA,1,,
Person,Scott Perry,Member,House Committee,HSFA,1,,
Person,Ron DeSantis,Member,House Committee,HSFA,1,,
Person,Mark Meadows,Member,House Committee,HSFA,1,,
Person,Ted S. Yoho,Member,House Committee,HSFA,1,,
Person,Scott DesJarlais,Member,House Committee,HSFA,1,,
